"text","emotion","polarity"
" goal n nbenteke gives palace the lead at chelsea cpfc t co a n qeco ","unknown","positive"
" y all really not tryna get this w ","sadness","negative"
" the lads have arrived what are your score predictions u bd ufe f t co cwbdymhkes ","anger","positive"
" goal chepal t co fsuypfsyf ","unknown","positive"
" full time chelsea crystal palace chepal t co zbxbjehxdc ","unknown","positive"
" bastard justsaying cpfc mufc t co aqtf fpky ","unknown","negative"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" predictions n buot n checry n hulwhu n leistk n munwba n watsun ","unknown","positive"
" bad day at the office ud d ude ud d ude t co qg ykx on ","sadness","negative"
" watch now n nchelsea vs crystal palace n nlive stream n n t co bmx ndsb w checry ","unknown","negative"
" costa isn t clinical enough missed so many chances today bring in sanchez p n n checry ","unknown","positive"
" in action at the bridge as we enter into the final minutes it remains to palace n ncome on che u ","unknown","positive"
" where will you be watching ud c udf d t co ob ax zip ","unknown","positive"
" kelly on congrats on the win ","unknown","positive"
" what a performance by west bromwich","unknown","positive"
" gg palace checry cfc ","unknown","positive"
" who says men can t multitask cpfc on one side hif on the other t co th ejhzywm ","unknown","positive"
" big sam in dreamland at stamford bridge ud d ude checry t co j sjyxiwm ","unknown","positive"
" chelsea versus palace official team sheet cfc checry t co izmqnirult ","unknown","positive"
" full time chelsea palace wilfried zaha amp christian benteke give a fouh consecutive win and check chels u ","unknown","positive"
" what a day","unknown","positive"
" in action at the bridge as we enter into the final minutes it remains to palace n ncome on che u ","unknown","positive"
" for zaha ud c udde ud c uddee nlike for moses ud c uddf ud c uddec n n checry t co ce icstuc ","unknown","positive"
" que papel u c o hein ","unknown","negative"
" u u u u f u u u u u u u u ud d udc ud d udc n checry ","unknown","positive"
" our defence makes me want to commit genocide ","unknown","neutral"
" ud d ude d ud d ude d ud d ude d ud d ude d ud d ude d ud d ude d ud d udc ","unknown","positive"
" costa denying fabregas an assist for the th time checry t co tgh zth ih ","unknown","positive"
" yes no bodys perfect t co aqe jptiq ","unknown","positive"
" nyou can t afford to lose especially against crystalpalace n cfc ","unknown","neutral"
" oh the nerves the life of being a fan keepongoing rollercoasterride ","unknown","positive"
" asta el momento es un buen paido checry ","unknown","positive"
" course t co b khlurz ","unknown","positive"
" wtf come on boys ud d udc ud d udc ","unknown","positive"
" what a sta t co zdzq dofpl ","fear","positive"
" break the bank for wilf and sahko cpfc ","unknown","negative"
" wtf extra mins checry ","unknown","positive"
" what the hell guys t co b yymwmzxi ","unknown","negative"
" hahahahahhahaha t co abodbynzeg ","unknown","positive"
" don t do this to me another two goals and don t concede please ","joy","neutral"
" frustrating results manutd while seeing chelseafc losing ground on to the next game ggmu ","anger","negative"
" iceberg t co q wv wfmtv ","unknown","positive"
" goal n n cfc cpfc n nbenteke turns it around n n it s incredible how the game has turned on it s head n n checry u ","unknown","neutral"
" please replace matic with any of these ud d ude f t co rssiv qp p ","joy","positive"
" in action at the bridge as we enter into the final minutes it remains to palace n ncome on che u ","unknown","positive"
" how are two of the best premier league strikers missing these chances checry ","unknown","positive"
" unfair t co g qbjwfc ","unknown","negative"
" scorrrree ","unknown","positive"
" my prediction for checry ud d udd ud d udd ud d udd comeonblues coyb t co naql loqw ","unknown","positive"
" is this april fool joke t co rxvmwa yv ","unknown","neutral"
" oggi non sar u e vagile ber il gelsi di gonde n checry ","surprise","positive"
" slight bump in the road towards the title","unknown","negative"
" don t fuck this up ","unknown","positive"
" goal fabregas nassist hazard n nchelsea palace mins fpl checry ","unknown","negative"
" l ","unknown","positive"
" should fucking be like up by now t co wofko e ts ","joy","positive"
" checry quel match de mamadou sakho tacle salvateur devant michy d u e gagement in extremis devant la ligne i u ","unknown","positive"
" tamo vivo porra t co s dqk k m ","unknown","positive"
" yessssssss you beauties cpfc ","unknown","positive"
" the hand ball not called on townsend cpfc checry t co vys ocmwkr ","unknown","positive"
" the hash tag checry means chelsea cry ","unknown","negative"
" wheres the dam goals ","unknown","positive"
" we did not deserve to drop points at home today chelseafc ","unknown","positive"
" u c u u d u u u u e u b u checry ","unknown","positive"
" checry auteur d un match titanesque","unknown","positive"
" palha assada t co mczen bpto ","unknown","positive"
" unbelievable checry t co whbyakraqr ","unknown","negative"
" over minutes of exciting football checry ","joy","positive"
" chelsea lost on april fools day hell no t co imzpc ifir ","unknown","negative"
" checry u c norme sensation po u e par un u e norme sakho","unknown","positive"
" ok april fool joke is over","unknown","neutral"
" ft chelsea crystalpalace gt checry hashtag says it all cos they ve been beaten by crystal palace at their home epl ","unknown","positive"
" goal chelsea crystal palace mins cesc fabregas finishes off a fine piece of eden hazard wing play with a close r u ","joy","negative"
" i don t believe it i can t believe it cpfc checry ud d udd ud d udd ud d udd ud d udd ud d udd ud d udd ud d udd ud d udd ","unknown","positive"
" quand benteke manque de couoisie","unknown","negative"
" disappointing checry ","unknown","negative"
" an itibariyle biz ud d ude n checry n t co tftgez are ","unknown","negative"
" boa palace sonho vivo coys t co ohdd nv nb ","unknown","positive"
" omfg cpfc ","unknown","positive"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" cesc equalises n n chepal n n t co ngaj ffa ","unknown","positive"
" you can do it men of chelsea","unknown","positive"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" madting t co dqywxcmyrw ","unknown","positive"
" chelsea vs palace n n checry t co wyrrn iyg ","unknown","positive"
" foul by c u e sar azpilicueta chelsea t co mfgfunauay checry ","disgust","negative"
" antonio conte s plan without victor moses could be a cfc checry t co nvnyqvv i ","anger","positive"
" zaha puts palace level cpfc t co dsirrqzufq ","unknown","positive"
" rasa kagum apabila dikaitkan dengan barcelona tapi saya rasa disayangi di chelsea n n chelseafc t co fs eic pe ","unknown","positive"
" given the extra time to score ","anger","positive"
" kom igen ditt j u e vla cp cfccry chelseafc ","unknown","positive"
" gone ud d ude t co ipqpjq d ","unknown","positive"
" yeeesss chelsea palace","unknown","positive"
" u u u u f u f u f u f u f u f u f u f u f u f u f u f u f u f u f u f u f u f u f u u ","unknown","positive"
" pl ud c uddec ud c udde chelsea crystal palace n nchelsea n avait plus perdu depuis mois zaha et benteke buteurs n n checry t u ","unknown","positive"
" t co knco v un ","unknown","positive"
" benteke n a aucun respect envers couois ud d ude e ud d ude e checry t co rvrmwqedqp ","joy","positive"
" allardyceforengland t co ogr exbfc ","unknown","positive"
" wilfred zahaaaaaaaaaaa u ufe f ud d udc u ufe f ud d udc cpfc ","unknown","positive"
" welp hazard u a ufe f cesc ","unknown","negative"
" rubbish t co cqjmyehtnw ","unknown","negative"
" delete club ","unknown","positive"
" up at stamford bridge within minutes so this is unexpected cpfc ","unknown","negative"
" sorpres u d n u a llega el segundo del crystal palace en directo t co psjru ajq u ","unknown","positive"
" ghana ","unknown","positive"
" goal chelsea crystal palace mins wilfried zaha holds off the chelsea defence before firing home from the edge o u ","unknown","positive"
" goal chelsea crystal palace mins cesc fabregas finishes off a fine piece of eden hazard wing play with a close r u ","joy","negative"
" perde il chelsea capolista sconfitta indolore per me checry pl skypremier ","surprise","positive"
" ud d ude lift off at the bridge n checry t co temeguf pe ","joy","positive"
" aprils fools are on us ","unknown","positive"
" em a u e u e o em stamford bridge menos de minutos nvamos chelsea n chepal t co usqtwefm u ","unknown","positive"
" the title race is back on n n are hunting down ","unknown","positive"
" frustrating when is on one channel and is on the other husbandwife stworldproblems ","anger","negative"
" ud d ude cfour wins on the spin t co ldc ufcib ","unknown","negative"
" fuck yes palace cpfc ","unknown","positive"
" umpan silang ke ","unknown","positive"
" ok ","unknown","positive"
" wow result of the season given chelsea s home record the most sam allardyce result ever cpfc ","unknown","positive"
" what on eah was that eiiish ","unknown","positive"
" let them take the game we ll still get the cup","sadness","negative"
" wtf man this is seriously damn frustrating ughhhh t co ab s f w ","anger","negative"
" chelseafc diego costa races onto a flighted fabregas pass but the striker guides his header over the bar chepal acostik ","joy","negative"
" shouldn t laugh when ur shit ud d ude ud d ude ffs ","unknown","negative"
" the greatest football picture ever cpfc t co yunox qc ","unknown","positive"
" this is happening right cpfc ud d ude ud d ude ud d ude ","unknown","positive"
" the game tension in the house for chelsea to score is insane come on chelseafc ","anger","negative"
" in action at the bridge as we enter into the final minutes it remains to palace n ncome on che u ","unknown","positive"
" pl ud c uddec ud c udde chelsea crystal palace n nchelsea n avait plus perdu depuis mois zaha et benteke buteurs n n checry t u ","unknown","positive"
" arrgggghhhh t co tosmn tqqo ","unknown","positive"
" unbelievable checry t co dpqgihm qk ","unknown","negative"
" goal crystal palace benteke s finish off a counterattack gives cpfc a lead at chelsea watch checry now t co u xunv vp ","unknown","negative"
" mdr on peut tr u e s distinctement apercevoir la dignit u e de couois prendre la fuite t co n rysuawbp ","unknown","positive"
" there we go t co q ocosx cf ","unknown","positive"
" some players need to take a long hard look at themselves","unknown","negative"
" get in there palace eaglesssss cpfc ","sadness","negative"
" what the fuck t co xqeww py ","unknown","positive"
" nice april fools prank ","unknown","positive"
" n u e o acaba que roubo ","unknown","positive"
" checry why is the referee ignoring hand ball on box ","unknown","positive"
" come on boys checry ","unknown","positive"
" great goal from fabregas amp hold up play from n n cfc checry chelsea premierleague blueisthecolour u ","joy","positive"
" terus menggempur peahanan crystal palace come on chelsea checry ","unknown","positive"
" i ve loved costa but he doesn t want to score just stay in the box and poach ","anger","positive"
" shit team ","unknown","positive"
" mdr on peut tr u e s distinctement apercevoir la dignit u e de couois prendre la fuite t co n rysuawbp ","unknown","positive"
" full time chelsea palace wilfried zaha amp christian benteke give a fouh consecutive win and check chels u ","unknown","positive"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" u substitution chelsea nchelsea crystal palace n checry t co tm wtq m ","unknown","positive"
" matchday n checry n comeonchelsea ud d udc ud d udc ","unknown","positive"
" per couois una parata alla garella checry premierleague ","surprise","positive"
"","unknown","positive"
" le xi de chelsea couois azpilicueta","unknown","positive"
" cme on lads let s win ","unknown","positive"
" costa is so shit","unknown","positive"
" kampret lo pada ","unknown","positive"
" checry t co zn vhycwa ","unknown","positive"
" full time chelsea lose at home for the first time in matches huge win for cpfc and sam allardyce u ","unknown","negative"
" what a goal wilfried zahaaaaa checry t co p dqczwr ","unknown","positive"
" ud d ude cfour wins on the spin t co ldc ufcib ","unknown","negative"
" successfully lost it who is next ","unknown","neutral"
" costa amp hazard ud d udc ud d udc ud d udc ","unknown","negative"
" wakakakakakakk t co iitl wc ua ","unknown","positive"
" next saturday n n chelsea vs crystal palace n npl gw n nstamford bridge n n pm uk ud c uddec ud c udde time n npl standings che cry u ","unknown","negative"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" checry but pour crystal palace au milieu de joueurs","unknown","positive"
" chelsea defending of last year on display checry ","unknown","negative"
" big sam wraca do formy x pkt i utrzymanie coraz bli u csze checry ","unknown","positive"
" lets go blues ud d udd ud d udc a ud c udffd t co xhqsjwib t ","unknown","positive"
" but de cristian benteke checry cfclive n nchelsea crystal n f fabregas w zaha n c benteke ","unknown","positive"
" even benteke scores against us checry ","unknown","positive"
" christian benteke with his first premier league goal in months cpfc cfc ","unknown","positive"
" chelsea heeft met verloren van crystal palace matic werd na minuten gewisseld oudvitesse checry ","unknown","positive"
" the blues are out warming up at stamford bridge ud d udcaa t co tw grfuegs ","unknown","positive"
" costa costing chelsea point cfc checry ","unknown","positive"
" how the fuck did we lose that ","unknown","negative"
" ref trying their best to hand chelsea a point wtf checry ","unknown","neutral"
" ud d ude ud d ude ud d ude ud d ude ud d ude ud d ude ud d ude ud c udf ud c udf ud c udf ud c udf ud c udf ud c udf ud c udf ud c udf ud c udf ud c udf t co lajvqgienk ","unknown","positive"
" kemong baby baby kemong ","unknown","positive"
" just over mins until kick off","joy","neutral"
" the lads have arrived what are your score predictions u bd ufe f t co cwbdymhkes ","anger","positive"
" full time chelsea crystal palace chepal t co zbxbjehxdc ","unknown","positive"
" full time chelsea crystal palace chepal t co zbxbjehxdc ","unknown","positive"
" fucks going on ","unknown","positive"
" liverpool back in the title race ud d ude b t co czwf eip ","unknown","positive"
" wilfried zaha and christian benteke scores in the space of a minute to give cpfc the lead n nchelsea crystal pa u t co w kwqmu ","unknown","positive"
" minutes of extra time wtf checry ","unknown","positive"
" what a turn around we re trying to keep up checry ","disgust","negative"
"","unknown","positive"
" zaha nearly seals it with a fierce first time strike checry ","joy","negative"
" unbelievable checry t co whbyakraqr ","unknown","negative"
" match de fouuuuuu haha benteke dans les cuisses a david luiz le surcot u e checry ","unknown","positive"
" unbelievable checry t co whbyakraqr ","unknown","negative"
" hell of an april fools joke from palace this cpfc ","unknown","neutral"
" free live stream ud d udce chelsea vs crystal palace nmobile ud d udcf and pc ud d udcbbhere ud d udc t co i aaghbbom n cfc match day checry u ","joy","positive"
" big sam s troops made my day checry ","unknown","positive"
" we only did it ffs cpfc ","unknown","positive"
" u u u u u u u u c u u d u u b u e u u u u u u u a u d u u c u u u u e u u u u u u u u n checry ","unknown","positive"
" full time chelsea palace wilfried zaha amp christian benteke give a fouh consecutive win and check chels u ","unknown","positive"
" july t co dcfpppqi ","unknown","positive"
" the hand ball not called on townsend cpfc checry t co vys ocmwkr ","unknown","positive"
" sakho n ud d udc f ud d udc f ud d udc f n epldiski n checry ","unknown","positive"
" watch here live stream chelsea vs crystal palace epl match day t co h ll q lko u u checry epl livestream chelseafc ","joy","positive"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" l u edder","unknown","positive"
" haha scored in min ud d ude ud d ude ","unknown","positive"
" full time chelsea crystal palace chepal t co zbxbjehxdc ","unknown","positive"
" on april fool s day benteke turned to ronaldo amp it s not even a prank checry t co do o ap n ","unknown","negative"
" nos gano un equipo que esta por descender ","unknown","neutral"
" ud d ude lift off at the bridge n checry t co temeguf pe ","joy","positive"
" l ","unknown","positive"
" hazard and costa anonymous today lampard and drogba always delivered in these situations ","unknown","negative"
" londons number cpfc ","unknown","positive"
" premier league pekan nft chelsea fc crystal palace ngoal fabregas","unknown","positive"
" fucking bottled it ffs man ","unknown","positive"
" april fool s t co lrmchr b ","unknown","negative"
" ud e udd ud c udffc u d u ufe f ud e udd ud c udffc u d u ufe f ud e udd ud c udffc u d u ufe f ud e udd ud c udffc u d u ufe f ud e udd ud c udffc u d u ufe f t co hnrvwskxzm ","unknown","positive"
" a ueeeee bourbier a domicile enplus t co ks g e hw ","unknown","positive"
" checry is now trending in kenya n n t co rskqs e f t co zsxunxadif t co wkhwjepunz ","unknown","positive"
" chelsea crystal palace mins wilfried zaha sets up christian benteke to put palace ahead checry ","unknown","positive"
" chelsea s magical season allows them this blip","unknown","positive"
" ud d ude cfour wins on the spin t co ldc ufcib ","unknown","negative"
" dropped points are the best points coys checry thechaseison ","unknown","positive"
" its ok ","unknown","positive"
" salty because we re still first ","unknown","positive"
" gwan crystal palace ud d ude ud d udc c checry ","unknown","positive"
" kosi la kazi t co npjke sqq ","unknown","positive"
" opens up the scoreline ud d ude n bois n checry ","unknown","negative"
" live score pl chelsea palace zaha checry ","anger","positive"
" alyadyce you big fat wanker fuck of with your shit tatics ","unknown","negative"
" where will you be watching ud c udf d t co ob ax zip ","unknown","positive"
" trolls me every time i have him t co altyivbmja ","unknown","positive"
" goal chepal t co fsuypfsyf ","unknown","positive"
" unbelievable checry t co dpqgihm qk ","unknown","negative"
" this is getting uncomfoable chelseafc ","unknown","positive"
" benteke n a aucun respect envers couois ud d ude e ud d ude e checry t co rvrmwqedqp ","joy","positive"
" meanwhile t co poer iog r ","unknown","positive"
" not far off t co t cdba ron ","unknown","positive"
" tu rejoues ce match des dizaines de fois","unknown","positive"
" what that s it i m switching over from the united game to this one ud d udc t co b plzqiwwy ","unknown","negative"
" seven minutes cpfc ","unknown","positive"
" kante is so nuts he s tackled his own player leading up to benteke goal ud d ude n checry n t co esws uoyc ","unknown","positive"
" termin u e chelsea s incline contre crystal palace tottenham l a empo u e et revient u e pts avant qu on affronte city mercredi checry ","unknown","positive"
" i hope this isn t the sta of a spanking cpfc ","fear","positive"
" what a fucking win palace get in cpfc ","sadness","negative"
" diego pointing to his imaginary watch ","unknown","negative"
" conte seems to has this bad habit ","anger","negative"
" april fools ","unknown","positive"
" agree t co ybumqcionp ","unknown","positive"
" chelsea just can t get an equaliser checry ","sadness","neutral"
" full time chelsea crystal palace chepal t co zbxbjehxdc ","unknown","positive"
" chelsea crystal palace mins wilfried zaha sets up christian benteke to put palace ahead checry ","unknown","positive"
" the kings of west london cpfc ","unknown","positive"
" haha whats happening ","unknown","positive"
" we re back in premier league action today n nchelsea v crystal palace uk u bd ufe f t co hpswk wke ","unknown","positive"
" that was the fastest two goals i have ever seen in premier league seconds apa for crystal palace checry ","unknown","positive"
" full time chelsea crystal palace chepal t co zbxbjehxdc ","unknown","positive"
" chelsea crystal palace mins wilfried zaha sets up christian benteke to put palace ahead checry ","unknown","positive"
" zaha is just a bit bloody brilliant checry ","unknown","positive"
" that was a quick turnaround checry premierleague ","unknown","positive"
" fiiim de papo com gols de e ","unknown","positive"
" fucking heroes u ufe f ud d udc t co celqqiugc ","unknown","positive"
" checry years to palace fans seconds for chelsea fans ud d ude ","unknown","positive"
" what a goal wilfried zahaaaaa checry t co p dqczwr ","unknown","positive"
" ud d udc blues ","unknown","positive"
" de keeper redt een vrije trap van alonso checry ","unknown","positive"
" minutes up at stamford bridge checry ","unknown","positive"
" get the fucking in ud d udc a ud c udffc ud d udc a ud c udffc ud d udc a ud c udffc cpfc checry ","sadness","negative"
" maybe the title isn t in the bag just yet hopefully just a little blip amp normal service will be resumed soon u t co f rfdmcwh ","unknown","positive"
" ohmygod i hate you ","anger","negative"
" i fucking love being a palace fan cpfc ","joy","positive"
" see i can t say anything cause i m an arsenal fan so i ve been feeling what you ve been fee u t co bfvpnbchua ","unknown","positive"
" ud d udd b ud d udc t co swqarnfo ","unknown","positive"
" chelsea crystal palace mins wilfried zaha sets up christian benteke to put palace ahead checry ","unknown","positive"
" well done ","unknown","positive"
" ud d udca ud d udca ud d udca ud d udca ud d udca ud d udca ud d udca ud d udcb ud d udcb ","unknown","positive"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" u u a u u f u n checry ","unknown","positive"
" chelsea v crystal palace n nthe history ud d udc t co yog imbbc t co wvpvhr yds ","unknown","positive"
" we need wins from our last to win the pl come on you bluess checry ","unknown","negative"
" goal zaha nassist benteke n nchelsea palace mins fpl checry ","unknown","positive"
" goal cfc cpfc n nincredible crystal palace have turned it around benteke with the goal t co a wtoinmcw ","unknown","positive"
" shocking lose ","unknown","negative"
" what no no no t co ttdhiahlub ","unknown","positive"
" winning and losing does this signal a two horse title race ","unknown","negative"
" a bola j u e t u e em jogo para x ","unknown","positive"
" hazard the genius ","unknown","neutral"
" premier league pekan nft chelsea fc crystal palace ngoal fabregas","unknown","positive"
" the hash tag checry means chelsea cry ","unknown","negative"
" chelsea s last u e u e home matches wwwwwwwwwwwl checry t co psbznnrqkt ","unknown","negative"
" u kenyacup n u ripjanetkaniniikua n u a checry n u b liveve n u c youngmoney n n eat trndnl t co hsf br qp ","unknown","positive"
" con raz u f n os odio a muee ","anger","positive"
" it s all going off at stamford bridge u n ncrystal palace lead chelsea with just mins gone checry t co a cn u ","unknown","positive"
" benteke n a aucun respect envers couois ud d ude e ud d ude e checry t co rvrmwqedqp ","joy","positive"
" goal chepal t co fsuypfsyf ","unknown","positive"
" unbelievable checry t co dpqgihm qk ","unknown","negative"
" unbelievable checry t co dpqgihm qk ","unknown","negative"
" the benteke goal ud d udd ud d udd checry cpfc t co rgeiqllvc ","unknown","positive"
" well that escalated quickly ud d ude t co l u cde ","unknown","positive"
" buuuuuuuut de fabregas magnifique travail d hazard pour la passe d u e cisive checry ","unknown","negative"
" chelsea can t lose to crystal fucking palace at home man ffs ud d ude checry ","unknown","negative"
" even with mins injury time you lost mins n rentboys cfc chelseafc ","unknown","negative"
" crystal place beat chelsea now we know why sanchez wants to remain in london join a winning team checry ud d ude ","surprise","positive"
" u u u u a u u u u u u u u u u a u u a u u u a u d u u u a u u a u u u u u u u n checry ","unknown","positive"
" mamadou sakho immense what a game he and hennessey are having today warrior cpfc ","unknown","negative"
" zaha and sakho are awesome ud d udcaa u a checry ","unknown","positive"
" hahhahahahhaa ","unknown","positive"
" need that equaliser before the th min come on come on lads cfc ","unknown","negative"
" go blue u bd ufe f u bd ufe f ud d udc t co yh ew riic ","sadness","positive"
" ft scores n n burnleyfc thfc n cfc cpfc n hullcity whufc n lcfc scfc n mufc wba u ","unknown","positive"
" well done lads ud d udc d ud c udffb ud d udc f ud c udffb t co mz j gd ","unknown","positive"
" ud d ude cfour wins on the spin t co ldc ufcib ","unknown","negative"
" chelsea backers n n checry cfc premierleague t co hdalpfvc x ","unknown","positive"
" mandare a fanculo la schedina grazie al chelseacrystalpalace ud d ude ","unknown","positive"
" in action at the bridge as we enter into the final minutes it remains to palace n ncome on che u ","unknown","positive"
" just over mins until kick off","joy","neutral"
" yes indeed t co pfoeidekma ","unknown","positive"
" what a turn around we re trying to keep up checry ","disgust","negative"
" u u u u a u u u f u u u u a u u a u u u u u u u u u u b u u u a u u f u d u u u u a u u u u f u d u u u d u a u u u ud d ude ud d ude checry ","unknown","positive"
" now with the set up t co edh z arc ","unknown","positive"
" bit annoyed at no clean sheet cpfc ","anger","negative"
" it s me and at the bridge for chelsea v cpfc full commentary on website t co u ","unknown","positive"
" chelseafc chelsea weareblues david luiz s schoolboy defending leaves chelsea trailing against crystal palace t co jlsxlyuzko ","unknown","positive"
" zaha puts palace level cpfc t co dsirrqzufq ","unknown","positive"
" diego has just dropped a performance today how have we not won this game seriously t co lgvupnoyv ","unknown","negative"
" haven t had a midfielder since who could score them scorcher s from outside the box badly missed fl t co r u ","anger","negative"
" kick off chelsea crystal palace checry bpl t co hufiloq tw ","joy","negative"
" never get angry at our performance but however many chances you have to put the ball in the net fuck off diego costa ","anger","negative"
" lelijke uitglijder chelsea man united schotloos t co utgdkfrbwn checry ","unknown","positive"
" wis dijual tokcer","unknown","positive"
" can someone please tell conte to change back to five defenders checry ","anger","positive"
" fuck u ","unknown","positive"
" checry auteur d un match titanesque","unknown","positive"
" ud d udd ud d udd t co nw zvaoxc ","unknown","positive"
" nice april fools prank now when does the actual game sta ","fear","neutral"
" fiiim de papo com gols de e ","unknown","positive"
" zaha and hazard both playing incredibly well cpfc cfc ","unknown","neutral"
" love you lads t co uo zchtaai ","joy","positive"
" a bit late ","unknown","positive"
" don t fuck my bet up ","unknown","positive"
" le but de contre chelsea checry ud d udcaa ud d udc a civ t u ","unknown","positive"
" you got me n aprilfoolsday ","unknown","positive"
" mate he s rattled the bar twice on his three attempts this season give him a chance ","joy","neutral"
" what a goal wilfried zahaaaaa checry t co p dqczwr ","unknown","positive"
" maybe one day they will tell ","unknown","positive"
" yes point gap now getting a little tighter ","unknown","negative"
" unbelievable checry t co dpqgihm qk ","unknown","negative"
" shit club t co bhuzl k qc ","unknown","positive"
" nothing feels better than a match day at home munwba nalso an interesting affair checry on air makes a happy saturday mufc chelseafc ","joy","positive"
" chelsea ils m ont niqu u e mon pari mais suis m u eame pas f u e ch u e car ils ont perdu checry ","unknown","negative"
" home defeat looooool ","unknown","negative"
" project pts kicks off at the bridge we are ahead for a reason n checry n epl n chelseafc ","unknown","positive"
" come on these are very impoant points very very crucial cfc ","unknown","positive"
" is this some kind of april fools joke ","joy","positive"
" were gonna win the league ","unknown","positive"
" look at david luiz defending ud d ude but that lebanese brazilstat wants him over miranda because he has better passing ud d ude u ","unknown","positive"
" clear handball by townsend checry t co mjechropur ","unknown","positive"
" mamad t co outs cgvbc ","unknown","positive"
" this was a correct prediction it seems t co cui z kmom ","unknown","positive"
" only points now ud d ude ","unknown","positive"
" well deserved ","unknown","positive"
" goal chepal t co fsuypfsyf ","unknown","positive"
" where s the defense ","unknown","positive"
" full time great result","joy","positive"
" sakho fait le match de sa vie checry ","unknown","neutral"
" cheers for ruining everyone s coupons today ud d ude b whosawthatcoming ","unknown","positive"
" fucking rent boys t co oqmsmoxbey ","unknown","positive"
" minutes ud d ude f cpfc ","unknown","positive"
" benteke puts palace ahead cpfc t co fcau rnjk ","unknown","positive"
" y all don t have to take april fool s day literally ","unknown","negative"
" fuck off ","unknown","positive"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" god damnit t co vzowj kesz ","sadness","positive"
" smh our april fool result t co w xqzwj x ","unknown","negative"
" if that ref ever gets appointed to another game then the game is dead ","unknown","negative"
" just over mins until kick off","joy","neutral"
" wasn t expecting that from today","unknown","positive"
" just two footed myself n ni hope you re happy","joy","positive"
" can t believe this u ufe f ","unknown","positive"
" unbelievable checry t co dpqgihm qk ","unknown","negative"
" we still have games to play including man city ","unknown","positive"
" full time chelsea palace wilfried zaha amp christian benteke give a fouh consecutive win and check chels u ","unknown","positive"
" david luiz mengambil kaki zaha pelanggaran","unknown","positive"
" arbitro filho da puta cara n para de roubar time filho da puta t co clwpron qb ","unknown","positive"
" goal chelsea crystal palace mins cesc fabregas finishes off a fine piece of eden hazard wing play with a close r u ","joy","negative"
" gooooooooooool fabregas chelsea palace checry ","unknown","positive"
" the benteke goal ud d udd ud d udd checry cpfc t co rgeiqllvc ","unknown","positive"
" incredible mama what an interception with costa lurking checry ","unknown","neutral"
" hazard is unbelievable with the assist to fabregas checry ","unknown","negative"
" a bola j u e t u e em jogo para x ","unknown","positive"
" announce lukaku and sanchez ","unknown","positive"
" full time chelsea lose at home for the first time in matches huge win for cpfc and sam allardyce u ","unknown","negative"
" u alright ","unknown","positive"
" wenger out ","unknown","positive"
" my fucking man t co qipilvv pd ","unknown","positive"
" when you hear crystal palace lead chelsea after minutes ud d ude checry t co vlgkjoqgvl ","unknown","positive"
" sakho s timely intervention denies chelsea an equaliser checry cfclive ","unknown","positive"
" him lukaku is shit vs big clubs domund chief has said in past that they will listen to offers ","unknown","positive"
" come on boys ","unknown","positive"
" u u u u u u f u u a u u a u a u u u u f u u u u e u n n checry ","unknown","positive"
" please t co x c igtr ","joy","positive"
" blind ref steals a corner checry ","unknown","neutral"
" this must be april fool from ","unknown","negative"
" pl checry n ncoup de th u e u e tre u e stamford bridge","unknown","positive"
" what a goal wilfried zahaaaaa checry t co p dqczwr ","unknown","positive"
" u think u re doing me ","unknown","positive"
" what a sta behenketeke n checry ","fear","positive"
" crystal palace are on a roll points against the lead leaders cpfc ","unknown","negative"
" full time chelsea palace wilfried zaha amp christian benteke give a fouh consecutive win and check chels u ","unknown","positive"
" ud d udc e ud c udffb t co rfnwlftvzh ","unknown","positive"
" unbelievable checry t co dpqgihm qk ","unknown","negative"
" just amazing great job lads i m jumping up and down miles away ","joy","positive"
" expecting extra extra time just to make ceain chelsea equalise mins ","unknown","positive"
" in shock get the feck in cpfc ud d ude c ud d ude c ud d ude c ud d udc ud d udc ud d udc ","sadness","negative"
" grande ","unknown","positive"
" chelsea crystal palace mins wilfried zaha sets up christian benteke to put palace ahead checry ","unknown","positive"
" david luiz kau kuning","unknown","positive"
" loftus cheek replaces fabregas for chelsea cpfc cfc checry ","unknown","positive"
" just over mins until kick off","joy","neutral"
" ud d udca ud d udca ud d udca t co bitnffzqfn ","unknown","positive"
" a number of great chances denied by palace chelsea may regret not capitalizing here checry ","joy","neutral"
" minutes checry ","unknown","positive"
" yaduuu t co qig infise ","unknown","positive"
" throw the keeper in checry ","unknown","negative"
" bs t co vb xek omn ","unknown","positive"
" no wayyy benteke and zaha combine again and the striker chips couois checry t co zpl yxn ","unknown","positive"
" this game looks like a game of highlights shit horrendous defending checry ","fear","negative"
